send_time,question,image_url,reply,token_count,token_sum,reply time
2024-11-06 19:25:05,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_25.jpg,No | No | No | No | No | No | No | No | Yes | Person | Center | 50,1383,411054,2024-11-06 19:25:08
2024-11-06 19:25:08,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_26.jpg,No | No | No | No | No | Yes | No | Center | Yes | Person | Center | 50 cm,1384,412438,2024-11-06 19:25:10
2024-11-06 19:25:10,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_27.jpg,No | No | No | No | No | Yes | No | Center | Yes | Person | Center | 100,1383,413821,2024-11-06 19:25:14
2024-11-06 19:25:14,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_28.jpg,No | No | No | No | No | Yes | No | Center | Yes | Person | Center | 100,1383,415204,2024-11-06 19:25:16
2024-11-06 19:25:16,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_29.jpg,No | No | No | No | No | Yes | No | Center | Yes | Person | Center | 100,1383,416587,2024-11-06 19:25:18
2024-11-06 19:25:18,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_30.jpg,No | No | No | No | No | Yes | Yes | Left | Yes | Person | Center | 100,1383,417970,2024-11-06 19:25:21
2024-11-06 19:25:21,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_31.jpg,No | No | No | No | No | Yes | No | Center | Yes | Person | Center | 150 cm,1384,419354,2024-11-06 19:25:27
2024-11-06 19:25:27,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_32.jpg,No | No | No | No | No | Yes | Yes | Left | Yes | Person | Center | 100,1383,420737,2024-11-06 19:25:30
2024-11-06 19:25:30,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_33.jpg,No | No | No | No | No | Yes | Yes | Center | Yes | Person | Center | 150,1383,422120,2024-11-06 19:25:34
2024-11-06 19:25:34,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_34.jpg,No | No | No | No | No | No | No | No | Yes | Bag | Center | 100,1383,423503,2024-11-06 19:25:36
2024-11-06 19:25:36,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_35.jpg,No | No | No | No | No | No | No | No | Yes | Bag | Center | 100,1383,424886,2024-11-06 19:25:39
2024-11-06 19:25:39,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_36.jpg,No | No | No | No | No | No | No | No | Yes | Bag | Center | 150,1383,426269,2024-11-06 19:25:42
2024-11-06 19:25:42,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_37.jpg,No | Yes | Center | 400 | No | No | No | No | Yes | Bag | Center | 100,1384,427653,2024-11-06 19:25:44
2024-11-06 19:25:44,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_38.jpg,No | No | No | No | No | No | No | Yes | Yes | Bag | Center | 50,1383,429036,2024-11-06 19:25:47
2024-11-06 19:25:47,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_39.jpg,No | No | No | No | No | No | No | No | Yes | Bag | Center | 100,1383,430419,2024-11-06 19:25:50
2024-11-06 19:25:50,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_40.jpg,No | No | No | No | No | No | No | No | Yes | Bag | Center | 50,1383,431802,2024-11-06 19:25:53
2024-11-06 19:25:53,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_41.jpg,No | No | No | No | No | No | No | No | Yes | Bag | Center | 100,1383,433185,2024-11-06 19:25:56
2024-11-06 19:25:56,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_42.jpg,No | Yes | Center | 400 | No | No | No | No | Yes | Bag | Center | 100,1384,434569,2024-11-06 19:25:58
2024-11-06 19:25:58,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_43.jpg,No | No | No | No | No | No | No | No | Yes | Backpack | Center | 50,1383,435952,2024-11-06 19:26:01
2024-11-06 19:26:01,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_44.jpg,No | No | No | No | No | No | No | No | Yes | Backpack | Center | 100,1383,437335,2024-11-06 19:26:06
2024-11-06 19:26:06,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_45.jpg,No | No | No | No | No | No | No | No | Yes | Backpack | Center | 50,1383,438718,2024-11-06 19:26:08
2024-11-06 19:26:08,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_46.jpg,No | No | No | No | No | No | No | No | Yes | Backpack | Center | 50,1383,440101,2024-11-06 19:26:11
2024-11-06 19:26:11,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_47.jpg,No | No | No | No | No | No | No | No | Yes | Backpack | Center | 100,1383,441484,2024-11-06 19:26:14
2024-11-06 19:26:14,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_48.jpg,No | Yes | Center | 300 | No | No | No | No | Yes | Backpack | Center | 50,1384,442868,2024-11-06 19:26:16
2024-11-06 19:26:16,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_49.jpg,No | Yes | Center | 300 | No | No | No | No | Yes | Backpack | Center | 50,1384,444252,2024-11-06 19:26:19
2024-11-06 19:26:19,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",test_image/frame_50.jpg,No | No | No | No | No | No | No | No | Yes | Backpack | Center | 50 cm,1384,445636,2024-11-06 19:26:22
